,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_DNA_molecules,hours,minutes,seconds,cas12a_timing,cas12a_minutes
3601,03:00:00,B,19,21.54,b,NANCI_UMP_standard,0.0195312,,,,,,03,00,00,NANCI_UMP_standard,0
3602,03:00:00,C,19,12.924000000000001,c,NANCI_UMP_standard,0.0195312,,,,,,03,00,00,NANCI_UMP_standard,0
3604,03:00:00,E,19,320.225,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,00,00,30mins,30
3606,03:00:00,G,19,357.561,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,00,00,1hr,60
3608,03:00:00,I,19,577.2669999999999,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,00,00,2hr,120
3610,03:00:00,K,19,807.025,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,00,00,3hr,180
3612,03:00:00,M,19,37691.812000000005,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,00,00,3hr,180
3614,03:00:00,O,19,28.72,,,,r17U-TTATT-phos,,,,,03,00,00,,
3616,03:00:00,A,21,17.232,a,NANCI_UMP_standard,0.0097656,,,,,,03,00,00,NANCI_UMP_standard,0
3617,03:00:00,B,21,17.232,b,NANCI_UMP_standard,0.0097656,,,,,,03,00,00,NANCI_UMP_standard,0
3618,03:00:00,C,21,24.412,c,NANCI_UMP_standard,0.0097656,,,,,,03,00,00,NANCI_UMP_standard,0
3620,03:00:00,E,21,103.391,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,00,00,30mins,30
3622,03:00:00,G,21,109.135,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,00,00,1hr,60
3624,03:00:00,I,21,146.471,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,00,00,2hr,120
3626,03:00:00,K,21,145.035,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,00,00,3hr,180
3628,03:00:00,M,21,73.235,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,03,00,00,3hr,180
3630,03:00:00,O,21,10.052,,,,r17U-TTATT-phos,,,,,03,00,00,,
3632,03:00:00,A,23,14.36,a,NANCI_UMP_standard,0,,,,,,03,00,00,NANCI_UMP_standard,0
3633,03:00:00,B,23,17.232,b,NANCI_UMP_standard,0,,,,,,03,00,00,NANCI_UMP_standard,0
3634,03:00:00,C,23,30.156,c,NANCI_UMP_standard,0,,,,,,03,00,00,NANCI_UMP_standard,0
3636,03:00:00,E,23,89.031,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,00,00,30mins,30
3638,03:00:00,G,23,106.26299999999999,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,00,00,1hr,60
3640,03:00:00,I,23,83.287,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,00,00,2hr,120
3642,03:00:00,K,23,87.595,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,00,00,3hr,180
3644,03:00:00,M,23,93.339,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,03,00,00,3hr,180
3646,03:00:00,O,23,7.18,,,,r17U-TTATT-phos,,,,,03,00,00,,
3648,03:10:00,A,1,2023.6529999999998,a,NANCI_UMP_standard,10,,,,,,03,10,00,NANCI_UMP_standard,0
3649,03:10:00,B,1,2096.745,b,NANCI_UMP_standard,10,,,,,,03,10,00,NANCI_UMP_standard,0
3650,03:10:00,C,1,2108.21,c,NANCI_UMP_standard,10,,,,,,03,10,00,NANCI_UMP_standard,0
3652,03:10:00,E,1,1963.4589999999998,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,30mins,30
3654,03:10:00,G,1,2606.958,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,1hr,60
3656,03:10:00,I,1,3991.4109999999996,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,2hr,120
3658,03:10:00,K,1,4236.486,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3660,03:10:00,M,1,62617.148,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3662,03:10:00,O,1,69075.062,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3664,03:10:00,A,3,1043.356,a,NANCI_UMP_standard,5,,,,,,03,10,00,NANCI_UMP_standard,0
3665,03:10:00,B,3,996.061,b,NANCI_UMP_standard,5,,,,,,03,10,00,NANCI_UMP_standard,0
3666,03:10:00,C,3,997.495,c,NANCI_UMP_standard,5,,,,,,03,10,00,NANCI_UMP_standard,0
3668,03:10:00,E,3,270.871,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,30mins,30
3670,03:10:00,G,3,362.595,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,1hr,60
3672,03:10:00,I,3,636.3330000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,2hr,120
3674,03:10:00,K,3,749.554,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,3hr,180
3676,03:10:00,M,3,58096.890999999996,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,03,10,00,3hr,180
3678,03:10:00,O,3,63257.780999999995,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,03,10,00,3hr,180
3680,03:10:00,A,5,558.941,a,NANCI_UMP_standard,2.5,,,,,,03,10,00,NANCI_UMP_standard,0
3681,03:10:00,B,5,524.545,b,NANCI_UMP_standard,2.5,,,,,,03,10,00,NANCI_UMP_standard,0
3682,03:10:00,C,5,513.0790000000001,c,NANCI_UMP_standard,2.5,,,,,,03,10,00,NANCI_UMP_standard,0
3684,03:10:00,E,5,90.29,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,30mins,30
3686,03:10:00,G,5,120.387,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,1hr,60
3688,03:10:00,I,5,153.35,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,2hr,120
3690,03:10:00,K,5,166.24900000000002,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,3hr,180
3692,03:10:00,M,5,33231.187000000005,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,03,10,00,3hr,180
3694,03:10:00,O,5,36070.32,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,03,10,00,3hr,180
3696,03:10:00,A,7,256.54,a,NANCI_UMP_standard,1.25,,,,,,03,10,00,NANCI_UMP_standard,0
3697,03:10:00,B,7,266.572,b,NANCI_UMP_standard,1.25,,,,,,03,10,00,NANCI_UMP_standard,0
3698,03:10:00,C,7,253.673,c,NANCI_UMP_standard,1.25,,,,,,03,10,00,NANCI_UMP_standard,0
3700,03:10:00,E,7,144.751,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,30mins,30
3702,03:10:00,G,7,90.29,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,1hr,60
3704,03:10:00,I,7,98.89,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,2hr,120
3706,03:10:00,K,7,108.92200000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,3hr,180
3708,03:10:00,M,7,35892.609,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,10,00,3hr,180
3710,03:10:00,O,7,38429.336,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,10,00,3hr,180
3712,03:10:00,A,9,146.185,a,NANCI_UMP_standard,0.625,,,,,,03,10,00,NANCI_UMP_standard,0
3713,03:10:00,B,9,154.784,b,NANCI_UMP_standard,0.625,,,,,,03,10,00,NANCI_UMP_standard,0
3714,03:10:00,C,9,149.05100000000002,c,NANCI_UMP_standard,0.625,,,,,,03,10,00,NANCI_UMP_standard,0
3716,03:10:00,E,9,1767.1129999999998,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,30mins,30
3718,03:10:00,G,9,2457.907,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,1hr,60
3720,03:10:00,I,9,4070.236,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,2hr,120
3722,03:10:00,K,9,4173.4259999999995,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3724,03:10:00,M,9,91.72399999999999,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3726,03:10:00,O,9,80.258,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,03,10,00,3hr,180
3728,03:10:00,A,11,93.15700000000001,a,NANCI_UMP_standard,0.3125,,,,,,03,10,00,NANCI_UMP_standard,0
3729,03:10:00,B,11,100.323,b,NANCI_UMP_standard,0.3125,,,,,,03,10,00,NANCI_UMP_standard,0
3730,03:10:00,C,11,71.65899999999999,c,NANCI_UMP_standard,0.3125,,,,,,03,10,00,NANCI_UMP_standard,0
3732,03:10:00,E,11,252.24,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,30mins,30
3734,03:10:00,G,11,435.68699999999995,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,1hr,60
3736,03:10:00,I,11,629.1669999999999,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,2hr,120
3738,03:10:00,K,11,831.245,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,3hr,180
3740,03:10:00,M,11,117.521,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,03,10,00,3hr,180
3742,03:10:00,O,11,107.48899999999999,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,03,10,00,3hr,180
3744,03:10:00,A,13,53.028,a,NANCI_UMP_standard,0.15625,,,,,,03,10,00,NANCI_UMP_standard,0
3745,03:10:00,B,13,40.129,b,NANCI_UMP_standard,0.15625,,,,,,03,10,00,NANCI_UMP_standard,0
3746,03:10:00,C,13,63.06,c,NANCI_UMP_standard,0.15625,,,,,,03,10,00,NANCI_UMP_standard,0
3748,03:10:00,E,13,139.019,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,30mins,30
3750,03:10:00,G,13,97.456,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,1hr,60
3752,03:10:00,I,13,137.585,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,2hr,120
3754,03:10:00,K,13,149.05100000000002,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,3hr,180
3756,03:10:00,M,13,61493.535,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3758,03:10:00,O,13,37.263000000000005,,,,r17U-TTATT-phos,,,,,03,10,00,,
3760,03:10:00,A,15,28.664,a,NANCI_UMP_standard,0.078125,,,,,,03,10,00,NANCI_UMP_standard,0
3761,03:10:00,B,15,28.664,b,NANCI_UMP_standard,0.078125,,,,,,03,10,00,NANCI_UMP_standard,0
3762,03:10:00,C,15,35.83,c,NANCI_UMP_standard,0.078125,,,,,,03,10,00,NANCI_UMP_standard,0
3764,03:10:00,E,15,94.59,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,30mins,30
3766,03:10:00,G,15,90.29,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,1hr,60
3768,03:10:00,I,15,88.85700000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,2hr,120
3770,03:10:00,K,15,101.756,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,3hr,180
3772,03:10:00,M,15,63968.637,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,03,10,00,3hr,180
3774,03:10:00,O,15,35.83,,,,r17U-TTATT-phos,,,,,03,10,00,,
3776,03:10:00,A,17,20.065,a,NANCI_UMP_standard,0.0390625,,,,,,03,10,00,NANCI_UMP_standard,0
3777,03:10:00,B,17,20.065,b,NANCI_UMP_standard,0.0390625,,,,,,03,10,00,NANCI_UMP_standard,0
3778,03:10:00,C,17,38.696,c,NANCI_UMP_standard,0.0390625,,,,,,03,10,00,NANCI_UMP_standard,0
3780,03:10:00,E,17,1837.339,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,30mins,30
3782,03:10:00,G,17,2542.465,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,1hr,60
3784,03:10:00,I,17,3815.13,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,2hr,120
3786,03:10:00,K,17,4338.241,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3788,03:10:00,M,17,23677.596,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,03,10,00,3hr,180
3790,03:10:00,O,17,25.796999999999997,,,,r17U-TTATT-phos,,,,,03,10,00,,
3792,03:10:00,A,19,15.765,a,NANCI_UMP_standard,0.0195312,,,,,,03,10,00,NANCI_UMP_standard,0
3793,03:10:00,B,19,32.963,b,NANCI_UMP_standard,0.0195312,,,,,,03,10,00,NANCI_UMP_standard,0
3794,03:10:00,C,19,40.129,c,NANCI_UMP_standard,0.0195312,,,,,,03,10,00,NANCI_UMP_standard,0
3796,03:10:00,E,19,278.03700000000003,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,30mins,30
3798,03:10:00,G,19,356.86199999999997,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,1hr,60
3800,03:10:00,I,19,554.641,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,2hr,120
3802,03:10:00,K,19,722.324,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,10,00,3hr,180
3804,03:10:00,M,19,33738.535,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,10,00,3hr,180
3806,03:10:00,O,19,12.899000000000001,,,,r17U-TTATT-phos,,,,,03,10,00,,
3808,03:10:00,A,21,31.53,a,NANCI_UMP_standard,0.0097656,,,,,,03,10,00,NANCI_UMP_standard,0
3809,03:10:00,B,21,18.631,b,NANCI_UMP_standard,0.0097656,,,,,,03,10,00,NANCI_UMP_standard,0
3810,03:10:00,C,21,20.065,c,NANCI_UMP_standard,0.0097656,,,,,,03,10,00,NANCI_UMP_standard,0
3812,03:10:00,E,21,121.82,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,30mins,30
3814,03:10:00,G,21,121.82,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,1hr,60
3816,03:10:00,I,21,166.24900000000002,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,2hr,120
3818,03:10:00,K,21,124.68700000000001,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,10,00,3hr,180
3820,03:10:00,M,21,93.15700000000001,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,03,10,00,3hr,180
3822,03:10:00,O,21,24.364,,,,r17U-TTATT-phos,,,,,03,10,00,,
3824,03:10:00,A,23,15.765,a,NANCI_UMP_standard,0,,,,,,03,10,00,NANCI_UMP_standard,0
3825,03:10:00,B,23,18.631,b,NANCI_UMP_standard,0,,,,,,03,10,00,NANCI_UMP_standard,0
3826,03:10:00,C,23,20.065,c,NANCI_UMP_standard,0,,,,,,03,10,00,NANCI_UMP_standard,0
3828,03:10:00,E,23,106.055,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,30mins,30
3830,03:10:00,G,23,97.456,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,1hr,60
3832,03:10:00,I,23,98.89,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,2hr,120
3834,03:10:00,K,23,101.756,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,10,00,3hr,180
3836,03:10:00,M,23,68.793,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,03,10,00,3hr,180
3838,03:10:00,O,23,15.765,,,,r17U-TTATT-phos,,,,,03,10,00,,
3840,03:20:00,A,1,1918.845,a,NANCI_UMP_standard,10,,,,,,03,20,00,NANCI_UMP_standard,0
3841,03:20:00,B,1,1937.4879999999998,b,NANCI_UMP_standard,10,,,,,,03,20,00,NANCI_UMP_standard,0
3842,03:20:00,C,1,1994.8529999999998,c,NANCI_UMP_standard,10,,,,,,03,20,00,NANCI_UMP_standard,0
3844,03:20:00,E,1,1795.511,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,30mins,30
3846,03:20:00,G,1,2486.754,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,1hr,60
3848,03:20:00,I,1,3879.2790000000005,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,2hr,120
3850,03:20:00,K,1,4125.946,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,3hr,180
3852,03:20:00,M,1,58856.039000000004,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,03,20,00,3hr,180
3854,03:20:00,O,1,65620.758,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,03,20,00,3hr,180
3856,03:20:00,A,3,917.8330000000001,a,NANCI_UMP_standard,5,,,,,,03,20,00,NANCI_UMP_standard,0
3857,03:20:00,B,3,978.066,b,NANCI_UMP_standard,5,,,,,,03,20,00,NANCI_UMP_standard,0
3858,03:20:00,C,3,956.554,c,NANCI_UMP_standard,5,,,,,,03,20,00,NANCI_UMP_standard,0
3860,03:20:00,E,3,271.048,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,30mins,30
3862,03:20:00,G,3,341.319,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,1hr,60
3864,03:20:00,I,3,527.754,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,2hr,120
3866,03:20:00,K,3,708.452,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,3hr,180
3868,03:20:00,M,3,54516.414000000004,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,03,20,00,3hr,180
3870,03:20:00,O,3,59197.359000000004,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,03,20,00,3hr,180
3872,03:20:00,A,5,491.901,a,NANCI_UMP_standard,2.5,,,,,,03,20,00,NANCI_UMP_standard,0
3873,03:20:00,B,5,486.165,b,NANCI_UMP_standard,2.5,,,,,,03,20,00,NANCI_UMP_standard,0
3874,03:20:00,C,5,443.14099999999996,c,NANCI_UMP_standard,2.5,,,,,,03,20,00,NANCI_UMP_standard,0
3876,03:20:00,E,5,130.504,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,20,00,30mins,30
3878,03:20:00,G,5,154.884,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,20,00,1hr,60
3880,03:20:00,I,5,141.977,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,20,00,2hr,120
3882,03:20:00,K,5,177.83,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,03,20,00,3hr,180
3884,03:20:00,M,5,30239.73,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,03,20,00,3hr,180
3886,03:20:00,O,5,33999.977,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,03,20,00,3hr,180
3888,03:20:00,A,7,255.27200000000002,a,NANCI_UMP_standard,1.25,,,,,,03,20,00,NANCI_UMP_standard,0
3889,03:20:00,B,7,279.652,b,NANCI_UMP_standard,1.25,,,,,,03,20,00,NANCI_UMP_standard,0
3890,03:20:00,C,7,295.427,c,NANCI_UMP_standard,1.25,,,,,,03,20,00,NANCI_UMP_standard,0
3892,03:20:00,E,7,98.954,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,20,00,30mins,30
3894,03:20:00,G,7,83.179,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,20,00,1hr,60
3896,03:20:00,I,7,106.124,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,20,00,2hr,120
3898,03:20:00,K,7,106.124,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,03,20,00,3hr,180
3900,03:20:00,M,7,33120.867,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,20,00,3hr,180
3902,03:20:00,O,7,35692.23,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,03,20,00,3hr,180
3904,03:20:00,A,9,147.714,a,NANCI_UMP_standard,0.625,,,,,,03,20,00,NANCI_UMP_standard,0
3905,03:20:00,B,9,129.07,b,NANCI_UMP_standard,0.625,,,,,,03,20,00,NANCI_UMP_standard,0
3906,03:20:00,C,9,131.938,c,NANCI_UMP_standard,0.625,,,,,,03,20,00,NANCI_UMP_standard,0
3908,03:20:00,E,9,1771.131,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,30mins,30
3910,03:20:00,G,9,2426.521,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,1hr,60
3912,03:20:00,I,9,4148.892,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,2hr,120
3914,03:20:00,K,9,4140.288,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,03,20,00,3hr,180
3916,03:20:00,M,9,90.34899999999999,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,03,20,00,3hr,180
3918,03:20:00,O,9,64.535,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,03,20,00,3hr,180
3920,03:20:00,A,11,83.179,a,NANCI_UMP_standard,0.3125,,,,,,03,20,00,NANCI_UMP_standard,0
3921,03:20:00,B,11,90.34899999999999,b,NANCI_UMP_standard,0.3125,,,,,,03,20,00,NANCI_UMP_standard,0
3922,03:20:00,C,11,74.574,c,NANCI_UMP_standard,0.3125,,,,,,03,20,00,NANCI_UMP_standard,0
3924,03:20:00,E,11,263.877,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,30mins,30
3926,03:20:00,G,11,387.211,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,03,20,00,1hr,60
