,Unnamed: 0,time,row_384,column_384,rfu_value,reporter,phos,gRNA_used,standard_conc,replicate,target_added
651,651,01:00:00,J,1,3113.571,r17Ar3C,phos,syn-C11,,b,target_added
652,652,01:00:00,K,1,31.801,r17Ar3C,phos,syn-C11,,a,no_target
653,653,01:00:00,L,1,66.492,r17Ar3C,phos,syn-C11,,b,no_target
654,654,01:00:00,M,1,479.9,H20,phos,syn-C11,,a,target_added
655,655,01:00:00,N,1,494.355,H20,phos,syn-C11,,b,target_added
656,656,01:00:00,O,1,5.782,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
657,657,01:00:00,G,3,3200.3,standard,standard,standard,5,a,standard
658,658,01:00:00,H,3,3281.2470000000008,standard,standard,standard,5,b,standard
659,659,01:00:00,I,3,2682.817,r17Ar3C,phos,IVT-C11,,a,target_added
660,660,01:00:00,J,3,2703.054,r17Ar3C,phos,IVT-C11,,b,target_added
661,661,01:00:00,K,3,338.24300000000005,r17Ar3C,phos,IVT-C11,,a,no_target
662,662,01:00:00,L,3,335.352,r17Ar3C,phos,IVT-C11,,b,no_target
663,663,01:00:00,M,3,959.801,H20,phos,IVT-C11,,a,target_added
664,664,01:00:00,N,3,760.324,H20,phos,IVT-C11,,b,target_added
665,665,01:00:00,O,3,17.346,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
666,666,01:00:00,G,5,1780.836,standard,standard,standard,2.5,a,standard
667,667,01:00:00,H,5,1818.418,standard,standard,standard,2.5,b,standard
668,668,01:00:00,I,5,1803.963,r17Ar3C,phos,IVT-B1,,a,target_added
669,669,01:00:00,J,5,1702.78,r17Ar3C,phos,IVT-B1,,b,target_added
670,670,01:00:00,K,5,737.197,r17Ar3C,phos,IVT-B1,,a,no_target
671,671,01:00:00,L,5,615.776,r17Ar3C,phos,IVT-B1,,b,no_target
672,672,01:00:00,M,5,930.891,H20,phos,IVT-B1,,a,target_added
673,673,01:00:00,N,5,786.3430000000002,H20,phos,IVT-B1,,b,target_added
674,674,01:00:00,O,5,14.455,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
675,675,01:00:00,G,7,1566.904,standard,standard,standard,1.25,a,standard
676,676,01:00:00,H,7,1332.736,standard,standard,standard,1.25,b,standard
677,677,01:00:00,I,7,3003.715,r17Ar3C,phos,IVT-H6,,a,target_added
678,678,01:00:00,J,7,2760.873,r17Ar3C,phos,IVT-H6,,b,target_added
679,679,01:00:00,K,7,971.365,r17Ar3C,phos,IVT-H6,,a,no_target
680,680,01:00:00,L,7,994.493,r17Ar3C,phos,IVT-H6,,b,no_target
681,681,01:00:00,M,7,1910.929,H20,phos,IVT-H6,,a,target_added
682,682,01:00:00,N,7,1688.325,H20,phos,IVT-H6,,b,target_added
683,683,01:00:00,O,7,17.346,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
684,684,01:00:00,G,9,407.626,standard,standard,standard,0.625,a,standard
685,685,01:00:00,H,9,453.882,standard,standard,standard,0.625,b,standard
686,686,01:00:00,I,9,3781.385,r17Ar3C,phos,IVT-G8,,a,target_added
687,687,01:00:00,J,9,3486.506,r17Ar3C,phos,IVT-G8,,b,target_added
688,688,01:00:00,K,9,3298.593,r17Ar3C,phos,IVT-G8,,a,no_target
689,689,01:00:00,L,9,2830.256,r17Ar3C,phos,IVT-G8,,b,no_target
690,690,01:00:00,M,9,3206.082000000001,H20,phos,IVT-G8,,a,target_added
691,691,01:00:00,N,9,2659.6890000000008,H20,phos,IVT-G8,,b,target_added
692,692,01:00:00,O,9,23.128,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
693,693,01:00:00,G,11,265.969,standard,standard,standard,0.3125,a,standard
694,694,01:00:00,H,11,257.296,standard,standard,standard,0.3125,b,standard
695,695,01:00:00,I,11,4564.835999999998,r17Ar3C,phos,IVT-C4,,a,target_added
696,696,01:00:00,J,11,3975.079,r17Ar3C,phos,IVT-C4,,b,target_added
697,697,01:00:00,K,11,378.717,r17Ar3C,phos,IVT-C4,,a,no_target
698,698,01:00:00,L,11,323.788,r17Ar3C,phos,IVT-C4,,b,no_target
699,699,01:00:00,M,11,2226.044,H20,phos,IVT-C4,,a,target_added
700,700,01:00:00,N,11,1922.493,H20,phos,IVT-C4,,b,target_added
701,701,01:00:00,O,11,28.91,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
702,702,01:00:00,G,13,135.875,standard,standard,standard,0.15625,a,standard
703,703,01:00:00,H,13,187.913,standard,standard,standard,0.15625,b,standard
704,704,01:00:00,I,13,3035.515,r17Ar3C,no_phos,syn-C11,,a,target_added
705,705,01:00:00,J,13,2373.484,r17Ar3C,no_phos,syn-C11,,b,target_added
706,706,01:00:00,K,13,52.037,r17Ar3C,no_phos,syn-C11,,a,no_target
707,707,01:00:00,L,13,31.801,r17Ar3C,no_phos,syn-C11,,b,no_target
708,708,01:00:00,M,13,159.003,H20,no_phos,syn-C11,,a,target_added
709,709,01:00:00,N,13,86.729,H20,no_phos,syn-C11,,b,target_added
710,710,01:00:00,O,13,14.455,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
711,711,01:00:00,G,15,179.24,standard,standard,standard,0.078125,a,standard
712,712,01:00:00,H,15,130.094,standard,standard,standard,0.078125,b,standard
713,713,01:00:00,I,15,4082.045,r17Ar3C,no_phos,IVT-C11,,a,target_added
714,714,01:00:00,J,15,3234.992,r17Ar3C,no_phos,IVT-C11,,b,target_added
715,715,01:00:00,K,15,1381.882,r17Ar3C,no_phos,IVT-C11,,a,no_target
716,716,01:00:00,L,15,1500.412,r17Ar3C,no_phos,IVT-C11,,b,no_target
717,717,01:00:00,M,15,1621.832,H20,no_phos,IVT-C11,,a,target_added
718,718,01:00:00,N,15,1598.705,H20,no_phos,IVT-C11,,b,target_added
719,719,01:00:00,O,15,20.237,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
720,720,01:00:00,G,17,104.075,standard,standard,standard,0.0390625,a,standard
721,721,01:00:00,H,17,98.293,standard,standard,standard,0.0390625,b,standard
722,722,01:00:00,I,17,3541.435,r17Ar3C,no_phos,IVT-B1,,a,target_added
723,723,01:00:00,J,17,2812.911,r17Ar3C,no_phos,IVT-B1,,b,target_added
724,724,01:00:00,K,17,2275.1910000000007,r17Ar3C,no_phos,IVT-B1,,a,no_target
725,725,01:00:00,L,17,2093.06,r17Ar3C,no_phos,IVT-B1,,b,no_target
726,726,01:00:00,M,17,2176.898,H20,no_phos,IVT-B1,,a,target_added
727,727,01:00:00,N,17,2382.156,H20,no_phos,IVT-B1,,b,target_added
728,728,01:00:00,O,17,17.346,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
729,729,01:00:00,G,19,115.639,standard,standard,standard,0.0195312,a,standard
730,730,01:00:00,H,19,173.458,standard,standard,standard,0.0195312,b,standard
731,731,01:00:00,I,19,4368.251,r17Ar3C,no_phos,IVT-H6,,a,target_added
732,732,01:00:00,J,19,3509.634,r17Ar3C,no_phos,IVT-H6,,b,target_added
733,733,01:00:00,K,19,2590.306,r17Ar3C,no_phos,IVT-H6,,a,no_target
734,734,01:00:00,L,19,2873.621,r17Ar3C,no_phos,IVT-H6,,b,no_target
735,735,01:00:00,M,19,2731.9640000000004,H20,no_phos,IVT-H6,,a,target_added
736,736,01:00:00,N,19,2969.023,H20,no_phos,IVT-H6,,b,target_added
737,737,01:00:00,O,19,17.346,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
738,738,01:00:00,G,21,95.402,standard,standard,standard,0.0097656,a,standard
739,739,01:00:00,H,21,115.639,standard,standard,standard,0.0097656,b,standard
740,740,01:00:00,I,21,3159.827,r17Ar3C,no_phos,IVT-G8,,a,target_added
741,741,01:00:00,J,21,2468.885,r17Ar3C,no_phos,IVT-G8,,b,target_added
742,742,01:00:00,K,21,2558.506,r17Ar3C,no_phos,IVT-G8,,a,no_target
743,743,01:00:00,L,21,2821.583,r17Ar3C,no_phos,IVT-G8,,b,no_target
744,744,01:00:00,M,21,2587.415,H20,no_phos,IVT-G8,,a,target_added
745,745,01:00:00,N,21,2564.288,H20,no_phos,IVT-G8,,b,target_added
746,746,01:00:00,O,21,26.019,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
747,747,01:00:00,G,23,442.318,standard,standard,standard,0,a,standard
748,748,01:00:00,H,23,199.477,standard,standard,standard,0,b,standard
749,749,01:00:00,I,23,3980.861,r17Ar3C,no_phos,IVT-C4,,a,target_added
750,750,01:00:00,J,23,3596.363,r17Ar3C,no_phos,IVT-C4,,b,target_added
751,751,01:00:00,K,23,1621.832,r17Ar3C,no_phos,IVT-C4,,a,no_target
752,752,01:00:00,L,23,1647.851,r17Ar3C,no_phos,IVT-C4,,b,no_target
753,753,01:00:00,M,23,1757.708,H20,no_phos,IVT-C4,,a,target_added
754,754,01:00:00,N,23,1968.748,H20,no_phos,IVT-C4,,b,target_added
755,755,01:00:00,O,23,11.564,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
756,756,01:10:00,G,1,7316.931,standard,standard,standard,10,a,standard
757,757,01:10:00,H,1,6338.639,standard,standard,standard,10,b,standard
758,758,01:10:00,I,1,2885.672,r17Ar3C,phos,syn-C11,,a,target_added
759,759,01:10:00,J,1,3154.847,r17Ar3C,phos,syn-C11,,b,target_added
760,760,01:10:00,K,1,43.415,r17Ar3C,phos,syn-C11,,a,no_target
761,761,01:10:00,L,1,66.57,r17Ar3C,phos,syn-C11,,b,no_target
762,762,01:10:00,M,1,564.399,H20,phos,syn-C11,,a,target_added
763,763,01:10:00,N,1,497.829,H20,phos,syn-C11,,b,target_added
764,764,01:10:00,O,1,31.838,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
765,765,01:10:00,G,3,3102.7490000000007,standard,standard,standard,5,a,standard
766,766,01:10:00,H,3,3117.2209999999995,standard,standard,standard,5,b,standard
767,767,01:10:00,I,3,2767.004000000001,r17Ar3C,phos,IVT-C11,,a,target_added
768,768,01:10:00,J,3,2764.11,r17Ar3C,phos,IVT-C11,,b,target_added
769,769,01:10:00,K,3,413.893,r17Ar3C,phos,IVT-C11,,a,no_target
770,770,01:10:00,L,3,373.372,r17Ar3C,phos,IVT-C11,,b,no_target
771,771,01:10:00,M,3,926.194,H20,phos,IVT-C11,,a,target_added
772,772,01:10:00,N,3,714.9060000000002,H20,phos,IVT-C11,,b,target_added
773,773,01:10:00,O,3,8.683,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
774,774,01:10:00,G,5,1777.134,standard,standard,standard,2.5,a,standard
775,775,01:10:00,H,5,1881.331,standard,standard,standard,2.5,b,standard
776,776,01:10:00,I,5,1646.888,r17Ar3C,phos,IVT-B1,,a,target_added
777,777,01:10:00,J,5,1832.127,r17Ar3C,phos,IVT-B1,,b,target_added
778,778,01:10:00,K,5,729.378,r17Ar3C,phos,IVT-B1,,a,no_target
779,779,01:10:00,L,5,654.124,r17Ar3C,phos,IVT-B1,,b,no_target
780,780,01:10:00,M,5,972.503,H20,phos,IVT-B1,,a,target_added
781,781,01:10:00,N,5,767.0039999999998,H20,phos,IVT-B1,,b,target_added
782,782,01:10:00,O,5,23.155,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
783,783,01:10:00,G,7,1484.804,standard,standard,standard,1.25,a,standard
784,784,01:10:00,H,7,1455.861,standard,standard,standard,1.25,b,standard
785,785,01:10:00,I,7,2949.348,r17Ar3C,phos,IVT-H6,,a,target_added
786,786,01:10:00,J,7,2769.898,r17Ar3C,phos,IVT-H6,,b,target_added
787,787,01:10:00,K,7,995.658,r17Ar3C,phos,IVT-H6,,a,no_target
788,788,01:10:00,L,7,1070.911,r17Ar3C,phos,IVT-H6,,b,no_target
789,789,01:10:00,M,7,2017.366,H20,phos,IVT-H6,,a,target_added
790,790,01:10:00,N,7,1672.937,H20,phos,IVT-H6,,b,target_added
791,791,01:10:00,O,7,5.789,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
792,792,01:10:00,G,9,399.421,standard,standard,standard,0.625,a,standard
793,793,01:10:00,H,9,390.73800000000006,standard,standard,standard,0.625,b,standard
794,794,01:10:00,I,9,3988.422,r17Ar3C,phos,IVT-G8,,a,target_added
795,795,01:10:00,J,9,3285.094,r17Ar3C,phos,IVT-G8,,b,target_added
796,796,01:10:00,K,9,3036.179,r17Ar3C,phos,IVT-G8,,a,no_target
797,797,01:10:00,L,9,3027.496,r17Ar3C,phos,IVT-G8,,b,no_target
798,798,01:10:00,M,9,3154.847,H20,phos,IVT-G8,,a,target_added
799,799,01:10:00,N,9,2654.1240000000007,H20,phos,IVT-G8,,b,target_added
800,800,01:10:00,O,9,14.472,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
801,801,01:10:00,G,11,277.858,standard,standard,standard,0.3125,a,standard
802,802,01:10:00,H,11,208.394,standard,standard,standard,0.3125,b,standard
803,803,01:10:00,I,11,4413.892,r17Ar3C,phos,IVT-C4,,a,target_added
804,804,01:10:00,J,11,3837.915,r17Ar3C,phos,IVT-C4,,b,target_added
805,805,01:10:00,K,11,341.534,r17Ar3C,phos,IVT-C4,,a,no_target
806,806,01:10:00,L,11,402.315,r17Ar3C,phos,IVT-C4,,b,no_target
807,807,01:10:00,M,11,2057.887,H20,phos,IVT-C4,,a,target_added
808,808,01:10:00,N,11,1811.867,H20,phos,IVT-C4,,b,target_added
809,809,01:10:00,O,11,5.789,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
810,810,01:10:00,G,13,127.352,standard,standard,standard,0.15625,a,standard
811,811,01:10:00,H,13,153.401,standard,standard,standard,0.15625,b,standard
812,812,01:10:00,I,13,2769.898,r17Ar3C,no_phos,syn-C11,,a,target_added
813,813,01:10:00,J,13,2254.703,r17Ar3C,no_phos,syn-C11,,b,target_added
814,814,01:10:00,K,13,54.993,r17Ar3C,no_phos,syn-C11,,a,no_target
815,815,01:10:00,L,13,23.155,r17Ar3C,no_phos,syn-C11,,b,no_target
816,816,01:10:00,M,13,138.929,H20,no_phos,syn-C11,,a,target_added
817,817,01:10:00,N,13,118.669,H20,no_phos,syn-C11,,b,target_added
818,818,01:10:00,O,13,14.472,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
819,819,01:10:00,G,15,170.767,standard,standard,standard,0.078125,a,standard
820,820,01:10:00,H,15,118.669,standard,standard,standard,0.078125,b,standard
821,821,01:10:00,I,15,3921.852,r17Ar3C,no_phos,IVT-C11,,a,target_added
822,822,01:10:00,J,15,3070.911,r17Ar3C,no_phos,IVT-C11,,b,target_added
823,823,01:10:00,K,15,1438.495,r17Ar3C,no_phos,IVT-C11,,a,no_target
824,824,01:10:00,L,15,1450.072,r17Ar3C,no_phos,IVT-C11,,b,no_target
825,825,01:10:00,M,15,1542.691,H20,no_phos,IVT-C11,,a,target_added
826,826,01:10:00,N,15,1626.628,H20,no_phos,IVT-C11,,b,target_added
827,827,01:10:00,O,15,43.415,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
828,828,01:10:00,G,17,72.359,standard,standard,standard,0.0390625,a,standard
829,829,01:10:00,H,17,107.091,standard,standard,standard,0.0390625,b,standard
830,830,01:10:00,I,17,3522.43,r17Ar3C,no_phos,IVT-B1,,a,target_added
831,831,01:10:00,J,17,2668.5959999999995,r17Ar3C,no_phos,IVT-B1,,b,target_added
832,832,01:10:00,K,17,2289.435,r17Ar3C,no_phos,IVT-B1,,a,no_target
833,833,01:10:00,L,17,2092.619,r17Ar3C,no_phos,IVT-B1,,b,no_target
834,834,01:10:00,M,17,2060.781,H20,no_phos,IVT-B1,,a,target_added
835,835,01:10:00,N,17,2185.238,H20,no_phos,IVT-B1,,b,target_added
836,836,01:10:00,O,17,14.472,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
837,837,01:10:00,G,19,130.246,standard,standard,standard,0.0195312,a,standard
838,838,01:10:00,H,19,156.295,standard,standard,standard,0.0195312,b,standard
839,839,01:10:00,I,19,4240.23,r17Ar3C,no_phos,IVT-H6,,a,target_added
840,840,01:10:00,J,19,3418.234000000001,r17Ar3C,no_phos,IVT-H6,,b,target_added
841,841,01:10:00,K,19,2552.822,r17Ar3C,no_phos,IVT-H6,,a,no_target
842,842,01:10:00,L,19,2628.075,r17Ar3C,no_phos,IVT-H6,,b,no_target
843,843,01:10:00,M,19,2810.419000000001,H20,no_phos,IVT-H6,,a,target_added
844,844,01:10:00,N,19,2827.785,H20,no_phos,IVT-H6,,b,target_added
845,845,01:10:00,O,19,8.683,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
846,846,01:10:00,G,21,95.514,standard,standard,standard,0.0097656,a,standard
847,847,01:10:00,H,21,118.669,standard,standard,standard,0.0097656,b,standard
848,848,01:10:00,I,21,3039.073,r17Ar3C,no_phos,IVT-G8,,a,target_added
849,849,01:10:00,J,21,2544.138,r17Ar3C,no_phos,IVT-G8,,b,target_added
850,850,01:10:00,K,21,2544.138,r17Ar3C,no_phos,IVT-G8,,a,no_target
851,851,01:10:00,L,21,2807.525,r17Ar3C,no_phos,IVT-G8,,b,no_target
852,852,01:10:00,M,21,2680.173,H20,no_phos,IVT-G8,,a,target_added
853,853,01:10:00,N,21,2512.301,H20,no_phos,IVT-G8,,b,target_added
854,854,01:10:00,O,21,17.366,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
855,855,01:10:00,G,23,425.47,standard,standard,standard,0,a,standard
856,856,01:10:00,H,23,191.027,standard,standard,standard,0,b,standard
857,857,01:10:00,I,23,3638.205,r17Ar3C,no_phos,IVT-C4,,a,target_added
858,858,01:10:00,J,23,3253.256,r17Ar3C,no_phos,IVT-C4,,b,target_added
859,859,01:10:00,K,23,1548.48,r17Ar3C,no_phos,IVT-C4,,a,no_target
860,860,01:10:00,L,23,1589.001,r17Ar3C,no_phos,IVT-C4,,b,no_target
861,861,01:10:00,M,23,1901.592,H20,no_phos,IVT-C4,,a,target_added
862,862,01:10:00,N,23,1872.648,H20,no_phos,IVT-C4,,b,target_added
863,863,01:10:00,O,23,17.366,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
864,864,01:20:00,G,1,6654.438,standard,standard,standard,10,a,standard
865,865,01:20:00,H,1,6125.2069999999985,standard,standard,standard,10,b,standard
866,866,01:20:00,I,1,2799.433,r17Ar3C,phos,syn-C11,,a,target_added
867,867,01:20:00,J,1,3019.224,r17Ar3C,phos,syn-C11,,b,target_added
868,868,01:20:00,K,1,78.083,r17Ar3C,phos,syn-C11,,a,no_target
869,869,01:20:00,L,1,80.975,r17Ar3C,phos,syn-C11,,b,no_target
870,870,01:20:00,M,1,494.528,H20,phos,syn-C11,,a,target_added
871,871,01:20:00,N,1,422.229,H20,phos,syn-C11,,b,target_added
872,872,01:20:00,O,1,23.136,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,a,target_added
873,873,01:20:00,G,3,3146.47,standard,standard,standard,5,a,standard
874,874,01:20:00,H,3,3056.8190000000004,standard,standard,standard,5,b,standard
875,875,01:20:00,I,3,2669.294000000001,r17Ar3C,phos,IVT-C11,,a,target_added
876,876,01:20:00,J,3,2784.973,r17Ar3C,phos,IVT-C11,,b,target_added
877,877,01:20:00,K,3,321.009,r17Ar3C,phos,IVT-C11,,a,no_target
878,878,01:20:00,L,3,335.469,r17Ar3C,phos,IVT-C11,,b,no_target
879,879,01:20:00,M,3,948.568,H20,phos,IVT-C11,,a,target_added
880,880,01:20:00,N,3,731.67,H20,phos,IVT-C11,,b,target_added
881,881,01:20:00,O,3,5.784,r17Ar3C,no_gRNA,C11-no_gRNA,,a,target_added
882,882,01:20:00,G,5,1631.075,standard,standard,standard,2.5,a,standard
883,883,01:20:00,H,5,1879.785,standard,standard,standard,2.5,b,standard
884,884,01:20:00,I,5,1642.6429999999998,r17Ar3C,phos,IVT-B1,,a,target_added
885,885,01:20:00,J,5,1694.698,r17Ar3C,phos,IVT-B1,,b,target_added
886,886,01:20:00,K,5,720.102,r17Ar3C,phos,IVT-B1,,a,no_target
887,887,01:20:00,L,5,720.102,r17Ar3C,phos,IVT-B1,,b,no_target
888,888,01:20:00,M,5,939.892,H20,phos,IVT-B1,,a,target_added
889,889,01:20:00,N,5,815.5369999999998,H20,phos,IVT-B1,,b,target_added
890,890,01:20:00,O,5,17.352,r17Ar3C,no_gRNA,B1-no_gRNA,,a,target_added
891,891,01:20:00,G,7,1544.315,standard,standard,standard,1.25,a,standard
892,892,01:20:00,H,7,1208.846,standard,standard,standard,1.25,b,standard
893,893,01:20:00,I,7,2770.514,r17Ar3C,phos,IVT-H6,,a,target_added
894,894,01:20:00,J,7,2654.8340000000007,r17Ar3C,phos,IVT-H6,,b,target_added
895,895,01:20:00,K,7,890.7289999999998,r17Ar3C,phos,IVT-H6,,a,no_target
896,896,01:20:00,L,7,1098.951,r17Ar3C,phos,IVT-H6,,b,no_target
897,897,01:20:00,M,7,1963.652,H20,phos,IVT-H6,,a,target_added
898,898,01:20:00,N,7,1671.562,H20,phos,IVT-H6,,b,target_added
899,899,01:20:00,O,7,14.46,r17Ar3C,no_gRNA,H6-no_gRNA,,a,target_added
900,900,01:20:00,G,9,422.229,standard,standard,standard,0.625,a,standard
901,901,01:20:00,H,9,442.472,standard,standard,standard,0.625,b,standard
902,902,01:20:00,I,9,3479.048,r17Ar3C,phos,IVT-G8,,a,target_added
903,903,01:20:00,J,9,3267.933,r17Ar3C,phos,IVT-G8,,b,target_added
904,904,01:20:00,K,9,2891.9770000000008,r17Ar3C,phos,IVT-G8,,a,no_target
905,905,01:20:00,L,9,2747.378,r17Ar3C,phos,IVT-G8,,b,no_target
906,906,01:20:00,M,9,2568.075,H20,phos,IVT-G8,,a,target_added
907,907,01:20:00,N,9,2556.507,H20,phos,IVT-G8,,b,target_added
908,908,01:20:00,O,9,17.352,r17Ar3C,no_gRNA,G8-no_gRNA,,a,target_added
909,909,01:20:00,G,11,187.978,standard,standard,standard,0.3125,a,standard
910,910,01:20:00,H,11,205.33,standard,standard,standard,0.3125,b,standard
911,911,01:20:00,I,11,4236.746,r17Ar3C,phos,IVT-C4,,a,target_added
912,912,01:20:00,J,11,3690.162,r17Ar3C,phos,IVT-C4,,b,target_added
913,913,01:20:00,K,11,407.769,r17Ar3C,phos,IVT-C4,,a,no_target
914,914,01:20:00,L,11,381.741,r17Ar3C,phos,IVT-C4,,b,no_target
915,915,01:20:00,M,11,1972.328,H20,phos,IVT-C4,,a,target_added
916,916,01:20:00,N,11,1833.513,H20,phos,IVT-C4,,b,target_added
917,917,01:20:00,O,11,2.892,r17Ar3C,no_gRNA,C4-no_gRNA,,a,target_added
918,918,01:20:00,G,13,118.571,standard,standard,standard,0.15625,a,standard
919,919,01:20:00,H,13,147.491,standard,standard,standard,0.15625,b,standard
920,920,01:20:00,I,13,2784.973,r17Ar3C,no_phos,syn-C11,,a,target_added
921,921,01:20:00,J,13,2209.47,r17Ar3C,no_phos,syn-C11,,b,target_added
922,922,01:20:00,K,13,60.732,r17Ar3C,no_phos,syn-C11,,a,no_target
923,923,01:20:00,L,13,34.704,r17Ar3C,no_phos,syn-C11,,b,no_target
924,924,01:20:00,M,13,133.031,H20,no_phos,syn-C11,,a,target_added
925,925,01:20:00,N,13,112.787,H20,no_phos,syn-C11,,b,target_added
926,926,01:20:00,O,13,8.676,r17Ar3C,no_gRNA,syn-C11_no_gRNA,,b,no_target
927,927,01:20:00,G,15,153.275,standard,standard,standard,0.078125,a,standard
928,928,01:20:00,H,15,104.111,standard,standard,standard,0.078125,b,standard
929,929,01:20:00,I,15,3710.406,r17Ar3C,no_phos,IVT-C11,,a,target_added
930,930,01:20:00,J,15,3001.8720000000008,r17Ar3C,no_phos,IVT-C11,,b,target_added
931,931,01:20:00,K,15,1341.8770000000004,r17Ar3C,no_phos,IVT-C11,,a,no_target
932,932,01:20:00,L,15,1474.908,r17Ar3C,no_phos,IVT-C11,,b,no_target
933,933,01:20:00,M,15,1443.096,H20,no_phos,IVT-C11,,a,target_added
934,934,01:20:00,N,15,1411.285,H20,no_phos,IVT-C11,,b,target_added
935,935,01:20:00,O,15,14.46,r17Ar3C,no_gRNA,C11-no_gRNA,,b,no_target
936,936,01:20:00,G,17,95.435,standard,standard,standard,0.0390625,a,standard
937,937,01:20:00,H,17,107.003,standard,standard,standard,0.0390625,b,standard
938,938,01:20:00,I,17,3331.557,r17Ar3C,no_phos,IVT-B1,,a,target_added
939,939,01:20:00,J,17,2828.353,r17Ar3C,no_phos,IVT-B1,,b,target_added
940,940,01:20:00,K,17,2221.038,r17Ar3C,no_phos,IVT-B1,,a,no_target
941,941,01:20:00,L,17,1937.624,r17Ar3C,no_phos,IVT-B1,,b,no_target
942,942,01:20:00,M,17,1969.436,H20,no_phos,IVT-B1,,a,target_added
943,943,01:20:00,N,17,2238.39,H20,no_phos,IVT-B1,,b,target_added
944,944,01:20:00,O,17,17.352,r17Ar3C,no_gRNA,B1-no_gRNA,,b,no_target
945,945,01:20:00,G,19,130.139,standard,standard,standard,0.0195312,a,standard
946,946,01:20:00,H,19,112.787,standard,standard,standard,0.0195312,b,standard
947,947,01:20:00,I,19,3947.548,r17Ar3C,no_phos,IVT-H6,,a,target_added
948,948,01:20:00,J,19,3143.578,r17Ar3C,no_phos,IVT-H6,,b,target_added
949,949,01:20:00,K,19,2380.097,r17Ar3C,no_phos,IVT-H6,,a,no_target
950,950,01:20:00,L,19,2562.291,r17Ar3C,no_phos,IVT-H6,,b,no_target
951,951,01:20:00,M,19,2582.535,H20,no_phos,IVT-H6,,a,target_added
952,952,01:20:00,N,19,2516.02,H20,no_phos,IVT-H6,,b,target_added
953,953,01:20:00,O,19,8.676,r17Ar3C,no_gRNA,H6-no_gRNA,,b,no_target
954,954,01:20:00,G,21,86.759,standard,standard,standard,0.0097656,a,standard
955,955,01:20:00,H,21,89.65100000000002,standard,standard,standard,0.0097656,b,standard
956,956,01:20:00,I,21,2880.409,r17Ar3C,no_phos,IVT-G8,,a,target_added
957,957,01:20:00,J,21,2356.961,r17Ar3C,no_phos,IVT-G8,,b,target_added
958,958,01:20:00,K,21,2330.933,r17Ar3C,no_phos,IVT-G8,,a,no_target
959,959,01:20:00,L,21,2429.26,r17Ar3C,no_phos,IVT-G8,,b,no_target
960,960,01:20:00,M,21,2573.859,H20,no_phos,IVT-G8,,a,target_added
961,961,01:20:00,N,21,2466.856,H20,no_phos,IVT-G8,,b,target_added
962,962,01:20:00,O,21,14.46,r17Ar3C,no_gRNA,G8-no_gRNA,,b,no_target
963,963,01:20:00,G,23,378.849,standard,standard,standard,0,a,standard
964,964,01:20:00,H,23,173.519,standard,standard,standard,0,b,standard
965,965,01:20:00,I,23,3612.079,r17Ar3C,no_phos,IVT-C4,,a,target_added
966,966,01:20:00,J,23,2975.844,r17Ar3C,no_phos,IVT-C4,,b,target_added
967,967,01:20:00,K,23,1417.068,r17Ar3C,no_phos,IVT-C4,,a,no_target
968,968,01:20:00,L,23,1639.751,r17Ar3C,no_phos,IVT-C4,,b,no_target
969,969,01:20:00,M,23,1813.269,H20,no_phos,IVT-C4,,a,target_added
970,970,01:20:00,N,23,1691.806,H20,no_phos,IVT-C4,,b,target_added
971,971,01:20:00,O,23,40.488,r17Ar3C,no_gRNA,C4-no_gRNA,,b,no_target
972,972,01:30:00,G,1,6406.210999999998,standard,standard,standard,10,a,standard
973,973,01:30:00,H,1,5872.601,standard,standard,standard,10,b,standard
974,974,01:30:00,I,1,2763.238,r17Ar3C,phos,syn-C11,,a,target_added
975,975,01:30:00,J,1,2849.769,r17Ar3C,phos,syn-C11,,b,target_added
976,976,01:30:00,K,1,72.11,r17Ar3C,phos,syn-C11,,a,no_target
